/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1939-10-13	1.12	1.12	11098	11098	1
1939-10-14	1.00	1.00	10756	10756	1
1939-10-15	0.88	0.88	10419	10419	1
1939-10-16	0.83	0.83	10280	10280	1
1939-10-17	0.91	0.91	10503	10503	1
1939-10-18	1.03	1.03	10841	10841	1
1939-10-19	1.08	1.08	10984	10984	1
1939-10-20	1.16	1.16	11213	11213	1
1939-10-21	1.44	1.44	12030	12030	1
1939-10-22	1.80	1.80	13117	13117	1
1939-10-23	1.74	1.74	12933	12933	1
1939-10-24	1.62	1.62	12569	12569	1
1939-10-25	1.55	1.55	12358	12358	1
1939-10-26	1.56	1.56	12388	12388	1
1939-10-27	1.59	1.59	12478	12478	1
1939-10-28	1.55	1.55	12358	12358	1
1939-10-29	1.52	1.52	12268	12268	1
1939-10-30	1.46	1.46	12090	12090	1
1939-10-31	1.42	1.42	11971	11971	1
1939-11-01	1.40	1.40	11912	11912	1
1939-11-02	1.40	1.40	11912	11912	1
1939-11-03	1.39	1.39	11883	11883	1
1939-11-04	1.40	1.40	11912	11912	1
1939-11-05	1.33	1.33	11706	11706	1
1939-11-06	1.33	1.33	11706	11706	1
1939-11-07	1.29	1.29	11589	11589	1
1939-11-08	1.38	1.38	11853	11853	1
1939-11-09	1.32	1.32	11677	11677	1
1939-11-10	1.27	1.27	11531	11531	1
1939-11-11	1.37	1.37	11824	11824	1
1939-11-12	1.42	1.42	11971	11971	1
1939-11-13	1.63	1.63	12599	12599	1
1939-11-14	1.74	1.74	12933	12933	1
1939-11-15	1.80	1.80	13117	13117	1
1939-11-16	1.89	1.89	13395	13395	1
1939-11-17	2.04	2.04	13864	13864	1
1939-11-18	2.14	2.14	14181	14181	1
1939-11-19	2.24	2.24	14500	14500	1
1939-11-20	2.30	2.30	14693	14693	1
1939-11-21	2.40	2.40	15018	15018	1
1939-11-22	2.48	2.48	15280	15280	1
1939-11-23	2.56	2.56	15543	15543	1
1939-11-24	2.66	2.66	15876	15876	1
1939-11-25	2.68	2.68	15943	15943	1
1939-11-26	2.65	2.65	15843	15843	1
1939-11-27	2.60	2.60	15676	15676	1
1939-11-28	2.64	2.64	15809	15809	1
1939-11-29	2.66	2.66	15876	15876	1
1939-11-30	2.65	2.65	15843	15843	1
1939-12-01	2.64	2.64	15809	15809	1
1939-12-02	2.68	2.68	15943	15943	1
1939-12-03	2.74	2.74	16144	16144	1
1939-12-04	2.82	2.82	16414	16414	1
1939-12-05	2.90	2.90	16687	16687	1
1939-12-06	3.02	3.02	17099	17099	1
1939-12-07	3.05	3.05	17202	17202	1
1939-12-08	3.08	3.08	17306	17306	1
1939-12-09	3.13	3.13	17480	17480	1
1939-12-10	3.15	3.15	17550	17550	1
1939-12-11	3.19	3.19	17690	17690	1
1939-12-12	3.27	3.27	17971	17971	1
1939-12-13	3.32	3.32	18148	18148	1
1939-12-14	3.36	3.36	18290	18290	1
1939-12-15	3.39	3.39	18397	18397	1
1939-12-16	3.44	3.44	18576	18576	1
1939-12-17	3.46	3.46	18647	18647	1
1939-12-18	3.50	3.50	18791	18791	1
1939-12-19	3.55	3.55	18972	18972	1
1939-12-20	3.58	3.58	19080	19080	1
1939-12-21	3.62	3.62	19226	19226	1
1939-12-22	3.64	3.64	19298	19298	1
1939-12-23	3.64	3.64	19298	19298	1
1939-12-24	3.69	3.69	19481	19481	1
1939-12-25	3.72	3.72	19591	19591	1
1939-12-26	3.74	3.74	19664	19664	1
1939-12-27	3.76	3.76	19738	19738	1
1939-12-28	3.76	3.76	19738	19738	1
1939-12-29	3.80	3.80	19885	19885	1
1939-12-30	3.84	3.84	20033	20033	1
1939-12-31	3.86	3.86	20107	20107	1
1940-01-01	3.88	3.88	20182	20182	1
1940-01-02	3.92	3.92	20331	20331	1
1940-01-03	3.98	3.98	20555	20555	1
1940-01-04	4.00	4.00	20630	20630	1
1940-01-05	4.04	4.04	20781	20781	1
1940-01-06	4.06	4.06	20856	20856	1
1940-01-07	4.10	4.10	21007	21007	1
1940-01-08	4.11	4.11	21045	21045	1
1940-01-09	4.14	4.14	21159	21159	1
1940-01-10	4.16	4.16	21235	21235	1
1940-01-11	4.17	4.17	21273	21273	1
1940-01-12	4.17	4.17	21273	21273	1
1940-01-13	4.16	4.16	21235	21235	1
1940-01-14	4.18	4.18	21311	21311	1
1940-01-15	4.17	4.17	21273	21273	1
1940-01-16	4.16	4.16	21235	21235	1
1940-01-17	4.22	4.22	21464	21464	1
1940-01-18	4.19	4.19	21349	21349	1
1940-01-19	4.18	4.18	21311	21311	1
1940-01-20	4.17	4.17	21273	21273	1
1940-01-21	4.16	4.16	21235	21235	1
1940-01-22	4.16	4.16	21235	21235	1
1940-01-23	4.12	4.12	21083	21083	1
1940-01-24	4.11	4.11	21045	21045	1
1940-01-25	4.10	4.10	21007	21007	1
1940-01-26	4.10	4.10	21007	21007	1
1940-01-27	4.09	4.09	20969	20969	1
1940-01-28	4.07	4.07	20894	20894	1
1940-01-29	4.07	4.07	20894	20894	1
1940-01-30	4.09	4.09	20969	20969	1
1940-01-31	4.07	4.07	20894	20894	1
1940-02-01	4.04	4.04	20781	20781	1
1940-02-02	4.06	4.06	20856	20856	1
1940-02-03	4.06	4.06	20856	20856	1
1940-02-04	4.06	4.06	20856	20856	1
1940-02-05	4.06	4.06	20856	20856	1
1940-02-06	4.06	4.06	20856	20856	1
1940-02-07	4.06	4.06	20856	20856	1
1940-02-08	4.07	4.07	20894	20894	1
1940-02-09	4.07	4.07	20894	20894	1
1940-02-10	4.06	4.06	20856	20856	1
1940-02-11	4.04	4.04	20781	20781	1
1940-02-12	4.05	4.05	20818	20818	1
1940-02-13	4.06	4.06	20856	20856	1
1940-02-14	4.06	4.06	20856	20856	1
1940-02-15	4.06	4.06	20856	20856	1
1940-02-16	4.04	4.04	20781	20781	1
1940-02-17	4.04	4.04	20781	20781	1
1940-02-18	4.03	4.03	20743	20743	1
1940-02-19	4.02	4.02	20705	20705	1
1940-02-20	4.01	4.01	20668	20668	1
1940-02-21	3.98	3.98	20555	20555	1
1940-02-22	3.96	3.96	20480	20480	1
1940-02-23	3.97	3.97	20518	20518	1
1940-02-24	3.95	3.95	20443	20443	1
1940-02-25	3.94	3.94	20405	20405	1
1940-02-26	3.94	3.94	20405	20405	1
1940-02-27	3.93	3.93	20368	20368	1
1940-02-28	3.91	3.91	20293	20293	1
1940-02-29	3.87	3.87	20145	20145	1
1940-03-01	3.88	3.88	20182	20182	1
1940-03-02	3.89	3.89	20219	20219	1
1940-03-03	3.89	3.89	20219	20219	1
1940-03-04	3.89	3.89	20219	20219	1
1940-03-05	3.88	3.88	20182	20182	1
1940-03-06	3.88	3.88	20182	20182	1
1940-03-07	3.87	3.87	20145	20145	1
1940-03-08	3.87	3.87	20145	20145	1
1940-03-09	3.86	3.86	20107	20107	1
1940-03-10	3.87	3.87	20145	20145	1
1940-03-11	3.88	3.88	20182	20182	1
1940-03-12	3.90	3.90	20256	20256	1
1940-03-13	3.89	3.89	20219	20219	1
1940-03-14	3.90	3.90	20256	20256	1
1940-03-15	3.91	3.91	20293	20293	1
1940-03-16	3.91	3.91	20293	20293	1
1940-03-17	3.91	3.91	20293	20293	1
1940-03-18	3.92	3.92	20331	20331	1
1940-03-19	3.92	3.92	20331	20331	1
1940-03-20	3.93	3.93	20368	20368	1
1940-03-21	3.94	3.94	20405	20405	1
1940-03-22	3.95	3.95	20443	20443	1
1940-03-23	4.00	4.00	20630	20630	1
1940-03-24	3.96	3.96	20480	20480	1
1940-03-25	4.00	4.00	20630	20630	1
1940-03-26	4.01	4.01	20668	20668	1
1940-03-27	4.01	4.01	20668	20668	1
1940-03-28	4.02	4.02	20705	20705	1
1940-03-29	4.02	4.02	20705	20705	1
1940-03-30	4.03	4.03	20743	20743	1
1940-03-31	4.04	4.04	20781	20781	1
1940-04-01	4.04	4.04	20781	20781	1
1940-04-02	4.04	4.04	20781	20781	1
1940-04-03	4.06	4.06	20856	20856	1
1940-04-04	4.05	4.05	20818	20818	1
1940-04-05	4.07	4.07	20894	20894	1
1940-04-06	4.08	4.08	20931	20931	1
1940-04-07	4.09	4.09	20969	20969	1
1940-04-08	4.10	4.10	21007	21007	1
1940-04-09	4.05	4.05	20818	20818	1
1940-04-10	4.10	4.10	21007	21007	1
1940-04-11	4.11	4.11	21045	21045	1
1940-04-12	4.13	4.13	21121	21121	1
1940-04-13	4.15	4.15	21197	21197	1
1940-04-14	4.15	4.15	21197	21197	1
1940-04-15	4.15	4.15	21197	21197	1
1940-04-16	4.15	4.15	21197	21197	1
1940-04-17	4.22	4.22	21464	21464	1
1940-04-18	4.25	4.25	21579	21579	1
1940-04-19	4.27	4.27	21655	21655	1
1940-04-20	4.29	4.29	21732	21732	1
1940-04-21	4.30	4.30	21771	21771	1
1940-04-22	4.28	4.28	21694	21694	1
1940-04-23	4.28	4.28	21694	21694	1
1940-04-24	4.31	4.31	21809	21809	1
1940-04-25	4.32	4.32	21848	21848	1
1940-04-26	4.32	4.32	21848	21848	1
1940-04-27	4.34	4.34	21925	21925	1
1940-04-28	4.32	4.32	21848	21848	1
1940-04-29	4.35	4.35	21963	21963	1
1940-04-30	4.36	4.36	22002	22002	1
1940-05-01	4.35	4.35	21963	21963	1
1940-05-02	4.34	4.34	21925	21925	1
1940-05-03	4.36	4.36	22002	22002	1
1940-05-04	4.35	4.35	21963	21963	1
1940-05-05	4.32	4.32	21848	21848	1
1940-05-06	4.33	4.33	21886	21886	1
1940-05-07	4.33	4.33	21886	21886	1
1940-05-08	4.32	4.32	21848	21848	1
1940-05-09	4.31	4.31	21809	21809	1
1940-05-10	4.30	4.30	21771	21771	1
1940-05-11	4.29	4.29	21732	21732	1
1940-05-12	4.28	4.28	21694	21694	1
1940-05-13	4.25	4.25	21579	21579	1
1940-05-14	4.24	4.24	21540	21540	1
1940-05-15	4.23	4.23	21502	21502	1
1940-05-16	4.23	4.23	21502	21502	1
1940-05-17	4.23	4.23	21502	21502	1
1940-05-18	4.22	4.22	21464	21464	1
1940-05-19	4.22	4.22	21464	21464	1
1940-05-20	4.21	4.21	21425	21425	1
1940-05-21	4.21	4.21	21425	21425	1
1940-05-22	4.21	4.21	21425	21425	1
1940-05-23	4.16	4.16	21235	21235	1
1940-05-24	4.12	4.12	21083	21083	1
1940-05-25	4.14	4.14	21159	21159	1
1940-05-26	4.12	4.12	21083	21083	1
1940-05-27	4.12	4.12	21083	21083	1
1940-05-28	4.12	4.12	21083	21083	1
1940-05-29	4.12	4.12	21083	21083	1
1940-05-30	4.10	4.10	21007	21007	1
1940-05-31	4.09	4.09	20969	20969	1
1940-06-01	4.09	4.09	20969	20969	1
1940-06-02	4.08	4.08	20931	20931	1
1940-06-03	4.08	4.08	20931	20931	1
1940-06-04	4.08	4.08	20931	20931	1
1940-06-05	4.06	4.06	20856	20856	1
1940-06-06	4.05	4.05	20818	20818	1
1940-06-07	4.02	4.02	20705	20705	1
1940-06-08	4.02	4.02	20705	20705	1
1940-06-09	3.97	3.97	20518	20518	1
1940-06-10	3.95	3.95	20443	20443	1
1940-06-11	3.95	3.95	20443	20443	1
1940-06-12	3.96	3.96	20480	20480	1
1940-06-13	3.94	3.94	20405	20405	1
1940-06-14	3.91	3.91	20293	20293	1
1940-06-15	3.91	3.91	20293	20293	1
1940-06-16	3.91	3.91	20293	20293	1
1940-06-17	3.90	3.90	20256	20256	1
1940-06-18	3.89	3.89	20219	20219	1
1940-06-19	3.90	3.90	20256	20256	1
1940-06-20	3.87	3.87	20145	20145	1
1940-06-21	3.85	3.85	20070	20070	1
1940-06-22	3.85	3.85	20070	20070	1
1940-06-23	3.84	3.84	20033	20033	1
1940-06-24	3.82	3.82	19959	19959	1
1940-06-25	3.82	3.82	19959	19959	1
1940-06-26	3.85	3.85	20070	20070	1
1940-06-27	3.81	3.81	19922	19922	1
1940-06-28	3.80	3.80	19885	19885	1
1940-06-29	3.78	3.78	19811	19811	1
1940-06-30	3.76	3.76	19738	19738	1
1940-07-01	3.76	3.76	19738	19738	1
1940-07-02	3.76	3.76	19738	19738	1
1940-07-03	3.75	3.75	19701	19701	1
1940-07-04	3.75	3.75	19701	19701	1
1940-07-05	3.75	3.75	19701	19701	1
1940-07-06	3.75	3.75	19701	19701	1
1940-07-07	3.75	3.75	19701	19701	1
1940-07-08	3.73	3.73	19628	19628	1
1940-07-09	3.75	3.75	19701	19701	1
1940-07-10	3.74	3.74	19664	19664	1
1940-07-11	3.77	3.77	19775	19775	1
1940-07-12	3.74	3.74	19664	19664	1
1940-07-13	3.74	3.74	19664	19664	1
1940-07-14	3.71	3.71	19554	19554	1
1940-07-15	3.69	3.69	19481	19481	1
1940-07-16	3.69	3.69	19481	19481	1
1940-07-17	3.66	3.66	19371	19371	1
1940-07-18	3.66	3.66	19371	19371	1
1940-07-19	3.64	3.64	19298	19298	1
1940-07-20	3.62	3.62	19226	19226	1
1940-07-21	3.57	3.57	19044	19044	1
1940-07-22	3.53	3.53	18899	18899	1
1940-07-23	3.51	3.51	18827	18827	1
1940-07-24	3.49	3.49	18755	18755	1
1940-07-25	3.43	3.43	18540	18540	1
1940-07-26	3.44	3.44	18576	18576	1
1940-07-27	3.45	3.45	18612	18612	1
1940-07-28	3.44	3.44	18576	18576	1
1940-07-29	3.45	3.45	18612	18612	1
1940-07-30	3.45	3.45	18612	18612	1
1940-07-31	3.43	3.43	18540	18540	1
1940-08-01	3.41	3.41	18468	18468	1
1940-08-02	3.42	3.42	18504	18504	1
1940-08-03	3.43	3.43	18540	18540	1
1940-08-04	3.43	3.43	18540	18540	1
1940-08-05	3.46	3.46	18647	18647	1
1940-08-06	3.44	3.44	18576	18576	1
1940-08-07	3.44	3.44	18576	18576	1
1940-08-08	3.45	3.45	18612	18612	1
1940-08-09	3.47	3.47	18683	18683	1
1940-08-10	3.48	3.48	18719	18719	1
1940-08-11	3.47	3.47	18683	18683	1
1940-08-12	3.46	3.46	18647	18647	1
1940-08-13	3.46	3.46	18647	18647	1
1940-08-14	3.46	3.46	18647	18647	1
1940-08-15	3.44	3.44	18576	18576	1
1940-08-16	3.44	3.44	18576	18576	1
1940-08-17	3.43	3.43	18540	18540	1
1940-08-18	3.41	3.41	18468	18468	1
1940-08-19	3.39	3.39	18397	18397	1
1940-08-20	3.30	3.30	18077	18077	1
1940-08-21	3.26	3.26	17936	17936	1
1940-08-22	3.22	3.22	17795	17795	1
1940-08-23	3.21	3.21	17760	17760	1
1940-08-24	3.19	3.19	17690	17690	1
1940-08-25	3.19	3.19	17690	17690	1
1940-08-26	3.16	3.16	17585	17585	1
1940-08-27	3.15	3.15	17550	17550	1
1940-08-28	3.11	3.11	17411	17411	1
1940-08-29	3.04	3.04	17168	17168	1
1940-08-30	2.97	2.97	16926	16926	1
1940-08-31	2.94	2.94	16823	16823	1
1940-09-01	2.90	2.90	16687	16687	1
1940-09-02	2.84	2.84	16482	16482	1
1940-09-03	2.84	2.84	16482	16482	1
1940-09-04	2.84	2.84	16482	16482	1
1940-09-05	2.87	2.87	16584	16584	1
1940-09-06	2.90	2.90	16687	16687	1
1940-09-07	2.86	2.86	16550	16550	1
1940-09-08	2.80	2.80	16347	16347	1
1940-09-09	2.77	2.77	16245	16245	1
1940-09-10	2.76	2.76	16212	16212	1
1940-09-11	2.74	2.74	16144	16144	1
1940-09-12	2.70	2.70	16010	16010	1
1940-09-13	2.68	2.68	15943	15943	1
1940-09-14	2.64	2.64	15809	15809	1
1940-09-15	2.62	2.62	15743	15743	1
1940-09-16	2.63	2.63	15776	15776	1
1940-09-17	2.59	2.59	15643	15643	1
1940-09-18	2.55	2.55	15510	15510	1
1940-09-19	2.52	2.52	15411	15411	1
1940-09-20	2.60	2.60	15676	15676	1
1940-09-21	2.59	2.59	15643	15643	1
1940-09-22	2.57	2.57	15577	15577	1
1940-09-23	2.57	2.57	15577	15577	1
1940-09-24	2.56	2.56	15543	15543	1
1940-09-25	2.50	2.50	15345	15345	1
1940-09-26	2.43	2.43	15116	15116	1
1940-09-27	2.36	2.36	14888	14888	1
1940-09-28	2.26	2.26	14564	14564	1
1940-09-29	2.22	2.22	14436	14436	1
1940-09-30	2.18	2.18	14308	14308	1
1940-10-01	2.11	2.11	14085	14085	1
1940-10-02	2.04	2.04	13864	13864	1
1940-10-03	2.02	2.02	13801	13801	1
1940-10-04	1.96	1.96	13613	13613	1
1940-10-05	1.85	1.85	13271	13271	1
1940-10-06	1.92	1.92	13488	13488	1
1940-10-07	1.92	1.92	13488	13488	1
1940-10-08	1.92	1.92	13488	13488	1
1940-10-09	1.82	1.82	13179	13179	1
1940-10-10	1.70	1.70	12811	12811	1
1940-10-11	1.63	1.63	12599	12599	1
1940-10-12	1.60	1.60	12508	12508	1
1940-10-13	1.53	1.53	12298	12298	1
1940-10-14	1.41	1.41	11942	11942	1
1940-10-15	1.33	1.33	11706	11706	1
1940-10-16	1.39	1.39	11883	11883	1
1940-10-17	1.50	1.50	12209	12209	1
1940-10-18	1.51	1.51	12239	12239	1
1940-10-19	1.42	1.42	11971	11971	1
1940-10-20	1.29	1.29	11589	11589	1
1940-10-21	1.19	1.19	11299	11299	1
1940-10-22	1.13	1.13	11127	11127	1
1940-10-23	1.10	1.10	11041	11041	1
1940-10-24	1.05	1.05	10898	10898	1
1940-10-25	1.06	1.06	10927	10927	1
1940-10-26	1.05	1.05	10898	10898	1
1940-10-27	1.12	1.12	11098	11098	1
1940-10-28	1.05	1.05	10898	10898	1
1940-10-29	0.90	0.90	10475	10475	1
1940-10-30	0.87	0.87	10391	10391	1
1940-10-31	0.89	0.89	10447	10447	1
1940-11-01	0.87	0.87	10391	10391	1
1940-11-02	0.85	0.85	10336	10336	1
1940-11-03	0.87	0.87	10391	10391	1
1940-11-04	0.86	0.86	10364	10364	1
1940-11-05	1.05	1.05	10898	10898	1
1940-11-06	1.05	1.05	10898	10898	1
1940-11-07	1.07	1.07	10955	10955	1
1940-11-08	1.01	1.01	10785	10785	1
1940-11-09	0.97	0.97	10672	10672	1
1940-11-10	1.00	1.00	10756	10756	1
1940-11-11	1.02	1.02	10813	10813	1
1940-11-12	1.06	1.06	10927	10927	1
1940-11-13	1.08	1.08	10984	10984	1
1940-11-14	1.18	1.18	11270	11270	1
1940-11-15	1.27	1.27	11531	11531	1
1940-11-16	1.30	1.30	11619	11619	1
1940-11-17	1.32	1.32	11677	11677	1
1940-11-18	1.40	1.40	11912	11912	1
1940-11-19	1.44	1.44	12030	12030	1
1940-11-20	1.43	1.43	12001	12001	1
1940-11-21	1.44	1.44	12030	12030	1
1940-11-22	1.46	1.46	12090	12090	1
1940-11-23	1.55	1.55	12358	12358	1
1940-11-24	1.56	1.56	12388	12388	1
1940-11-25	1.51	1.51	12239	12239	1
1940-11-26	1.48	1.48	12149	12149	1
1940-11-27	1.41	1.41	11942	11942	1
1940-11-28	1.40	1.40	11912	11912	1
1940-11-29	1.44	1.44	12030	12030	1
1940-11-30	1.60	1.60	12508	12508	1
1940-12-01	1.73	1.73	12903	12903	1
1940-12-02	1.73	1.73	12903	12903	1
1940-12-03	1.79	1.79	13087	13087	1
1940-12-04	2.00	2.00	13738	13738	1
1940-12-05	2.09	2.09	14022	14022	1
1940-12-06	2.21	2.21	14404	14404	1
1940-12-07	2.39	2.39	14985	14985	1
1940-12-08	2.71	2.71	16043	16043	1
1940-12-09	2.84	2.84	16482	16482	1
1940-12-10	2.87	2.87	16584	16584	1
1940-12-11	2.94	2.94	16823	16823	1
1940-12-12	3.07	3.07	17272	17272	1
1940-12-13	3.14	3.14	17515	17515	1
1940-12-14	3.17	3.17	17620	17620	1
1940-12-15	3.22	3.22	17795	17795	1
1940-12-16	3.22	3.22	17795	17795	1
1940-12-17	3.20	3.20	17725	17725	1
1940-12-18	3.20	3.20	17725	17725	1
1940-12-19	3.20	3.20	17725	17725	1
1940-12-20	3.18	3.18	17655	17655	1
1940-12-21	3.17	3.17	17620	17620	1
1940-12-22	3.13	3.13	17480	17480	1
1940-12-23	3.13	3.13	17480	17480	1
1940-12-24	3.12	3.12	17445	17445	1
1940-12-25	3.08	3.08	17306	17306	1
1940-12-26	3.04	3.04	17168	17168	1
1940-12-27	3.05	3.05	17202	17202	1
1940-12-28	3.06	3.06	17237	17237	1
1940-12-29	3.09	3.09	17341	17341	1
1940-12-30	3.08	3.08	17306	17306	1
1940-12-31	3.07	3.07	17272	17272	1
1941-01-01	3.00	3.00	17030	17030	1
1941-01-02	2.89	2.89	16652	16652	1
1941-01-03	2.78	2.78	16279	16279	1
1941-01-04	2.61	2.61	15709	15709	1
1941-01-05	2.46	2.46	15214	15214	1
1941-01-06	2.31	2.31	14726	14726	1
1941-01-07	2.36	2.36	14888	14888	1
1941-01-08	2.28	2.28	14629	14629	1
1941-01-09	2.17	2.17	14276	14276	1
1941-01-10	2.13	2.13	14149	14149	1
1941-01-11	2.13	2.13	14149	14149	1
1941-01-12	2.21	2.21	14404	14404	1
1941-01-13	2.34	2.34	14823	14823	1
1941-01-14	2.47	2.47	15247	15247	1
1941-01-15	2.52	2.52	15411	15411	1
1941-01-16	2.57	2.57	15577	15577	1
1941-01-17	2.61	2.61	15709	15709	1
1941-01-18	2.62	2.62	15743	15743	1
1941-01-19	2.62	2.62	15743	15743	1
1941-01-20	2.71	2.71	16043	16043	1
1941-01-21	2.74	2.74	16144	16144	1
1941-01-22	2.74	2.74	16144	16144	1
1941-01-23	2.79	2.79	16313	16313	1
1941-01-24	2.82	2.82	16414	16414	1
1941-01-25	2.81	2.81	16381	16381	1
1941-01-26	2.80	2.80	16347	16347	1
1941-01-27	2.90	2.90	16687	16687	1
1941-01-28	2.94	2.94	16823	16823	1
1941-01-29	2.98	2.98	16961	16961	1
1941-01-30	2.98	2.98	16961	16961	1
1941-01-31	3.01	3.01	17064	17064	1
1941-02-01	2.98	2.98	16961	16961	1
1941-02-02	2.92	2.92	16755	16755	1
1941-02-03	2.85	2.85	16516	16516	1
1941-02-04	2.76	2.76	16212	16212	1
1941-02-05	2.69	2.69	15976	15976	1
1941-02-06	2.70	2.70	16010	16010	1
1941-02-07	2.66	2.66	15876	15876	1
1941-02-08	2.59	2.59	15643	15643	1
1941-02-09	2.57	2.57	15577	15577	1
1941-02-10	2.61	2.61	15709	15709	1
1941-02-11	2.59	2.59	15643	15643	1
1941-02-12	2.55	2.55	15510	15510	1
1941-02-13	2.61	2.61	15709	15709	1
1941-02-14	2.65	2.65	15843	15843	1
1941-02-15	2.69	2.69	15976	15976	1
1941-02-16	2.70	2.70	16010	16010	1
1941-02-17	2.79	2.79	16313	16313	1
1941-02-18	2.90	2.90	16687	16687	1
1941-02-19	2.95	2.95	16858	16858	1
1941-02-20	3.00	3.00	17030	17030	1
1941-02-21	3.06	3.06	17237	17237	1
1941-02-22	3.18	3.18	17655	17655	1
1941-02-23	3.21	3.21	17760	17760	1
1941-02-24	3.22	3.22	17795	17795	1
1941-02-25	3.30	3.30	18077	18077	1
1941-02-26	3.36	3.36	18290	18290	1
1941-02-27	3.42	3.42	18504	18504	1
1941-02-28	3.46	3.46	18647	18647	1
1941-03-01	3.49	3.49	18755	18755	1
1941-03-02	3.51	3.51	18827	18827	1
1941-03-03	3.53	3.53	18899	18899	1
1941-03-04	3.55	3.55	18972	18972	1
1941-03-05	3.56	3.56	19008	19008	1
1941-03-06	3.56	3.56	19008	19008	1
1941-03-07	3.56	3.56	19008	19008	1
1941-03-08	3.56	3.56	19008	19008	1
1941-03-09	3.51	3.51	18827	18827	1
1941-03-10	3.43	3.43	18540	18540	1
1941-03-11	3.40	3.40	18433	18433	1
1941-03-12	3.38	3.38	18361	18361	1
1941-03-13	3.36	3.36	18290	18290	1
1941-03-14	3.34	3.34	18219	18219	1
1941-03-15	3.30	3.30	18077	18077	1
1941-03-16	3.26	3.26	17936	17936	1
1941-03-17	3.18	3.18	17655	17655	1
1941-03-18	3.14	3.14	17515	17515	1
1941-03-19	3.09	3.09	17341	17341	1
1941-03-20	3.04	3.04	17168	17168	1
1941-03-21	3.01	3.01	17064	17064	1
1941-03-22	2.99	2.99	16995	16995	1
1941-03-23	2.92	2.92	16755	16755	1
1941-03-24	2.85	2.85	16516	16516	1
1941-03-25	2.77	2.77	16245	16245	1
1941-03-26	2.74	2.74	16144	16144	1
1941-03-27	2.77	2.77	16245	16245	1
1941-03-28	2.75	2.75	16178	16178	1
1941-03-29	2.71	2.71	16043	16043	1
1941-03-30	2.71	2.71	16043	16043	1
1941-03-31	2.74	2.74	16144	16144	1
1941-04-01	2.75	2.75	16178	16178	1
1941-04-02	2.77	2.77	16245	16245	1
1941-04-03	2.80	2.80	16347	16347	1
1941-04-04	2.84	2.84	16482	16482	1
1941-04-05	2.90	2.90	16687	16687	1
1941-04-06	2.95	2.95	16858	16858	1
1941-04-07	2.99	2.99	16995	16995	1
1941-04-08	3.02	3.02	17099	17099	1
1941-04-09	3.06	3.06	17237	17237	1
1941-04-10	3.14	3.14	17515	17515	1
1941-04-11	3.20	3.20	17725	17725	1
1941-04-12	3.24	3.24	17866	17866	1
1941-04-13	3.30	3.30	18077	18077	1
1941-04-14	3.35	3.35	18255	18255	1
1941-04-15	3.41	3.41	18468	18468	1
1941-04-16	3.44	3.44	18576	18576	1
1941-04-17	3.47	3.47	18683	18683	1
1941-04-18	3.50	3.50	18791	18791	1
1941-04-19	3.55	3.55	18972	18972	1
1941-04-20	3.56	3.56	19008	19008	1
1941-04-21	3.61	3.61	19189	19189	1
1941-04-22	3.63	3.63	19262	19262	1
1941-04-23	3.68	3.68	19444	19444	1
1941-04-24	3.73	3.73	19628	19628	1
1941-04-25	3.75	3.75	19701	19701	1
1941-04-26	3.81	3.81	19922	19922	1
1941-04-27	3.83	3.83	19996	19996	1
